concept:name;case:concept:name;time:timestamp;end;type;user;travel_start;travel_end;cost
decide on travel expense approval;3319;10.07.17 14:08;10.07.17 14:12;Manager;YS1169;02.07.17;04.07.17;
send original documents to archive;3319;25.07.17 08:51;25.07.17 09:07;Employee;US369;02.07.17;04.07.17;
calculate payments;3319;22.08.17 08:59;22.08.17 09:25;Accounting;JK6642;02.07.17;04.07.17;169,75
pay expenses;3319;11.09.17 09:55;11.09.17 10:07;Accounting;JK6642;02.07.17;04.07.17;169,75
file travel request;3330;27.04.17 17:50;27.04.17 18:14;Employee;HT222;21.05.17;24.05.17;358,31
check if travel request needs preliminary price inquiry;3330;27.04.17 18:14;27.04.17 18:14;;;21.05.17;24.05.17;
decide on approval requirements;3330;27.04.17 18:14;27.04.17 18:15;;;21.05.17;24.05.17;
check if booking is necessary;3330;05.05.17 13:40;05.05.17 13:45;Travel Department;KS9688;21.05.17;24.05.17;
check if expense documents exist;3330;30.05.17 06:59;30.05.17 07:22;Employee;HT222;21.05.17;24.05.17;
upload travel expense documents;3330;30.05.17 07:22;30.05.17 07:38;Employee;HT222;21.05.17;24.05.17;
file travel expense report;3330;30.05.17 07:38;30.05.17 07:53;Employee;HT222;21.05.17;24.05.17;
confirm travel expense report;3330;30.05.17 07:53;30.05.17 07:56;Employee;HT222;21.05.17;24.05.17;
decide on travel expense approval;3330;30.05.17 13:59;30.05.17 14:04;Manager;AK7488;21.05.17;24.05.17;
send original documents to archive;3330;13.06.17 20:01;13.06.17 20:05;Employee;HT222;21.05.17;24.05.17;
calculate payments;3330;28.06.17 09:47;28.06.17 10:45;Accounting;GU1789;21.05.17;24.05.17;354,07
pay expenses;3330;10.07.17 09:09;10.07.17 09:19;Accounting;GU1789;21.05.17;24.05.17;354,07
file travel request;3334;28.04.17 06:59;28.04.17 07:16;Employee;RP5380;24.10.17;28.10.17;433,72
check if travel request needs preliminary price inquiry;3334;28.04.17 07:16;28.04.17 07:17;;;24.10.17;28.10.17;
prepare booking proposal;3334;05.05.17 14:18;05.05.17 15:15;Travel Department;AW2532;24.10.17;28.10.17;
send booking proposal to employee;3334;12.05.17 16:38;12.05.17 16:41;Travel Department;AW2532;24.10.17;28.10.17;
check booking proposal;3334;12.05.17 21:43;12.05.17 21:49;Employee;RP5380;24.10.17;28.10.17;
check if price inquiry is still needed and up to date;3334;25.05.17 16:19;25.05.17 16:40;Employee;RP5380;24.10.17;28.10.17;
request update of the booking proposal;3334;25.05.17 16:40;25.05.17 16:40;Employee;RP5380;24.10.17;28.10.17;
prepare booking proposal;3334;02.06.17 11:16;02.06.17 11:51;Travel Department;AW2532;24.10.17;28.10.17;
send booking proposal to employee;3334;12.06.17 12:20;12.06.17 12:24;Travel Department;AW2532;24.10.17;28.10.17;
check booking proposal;3334;12.06.17 17:32;12.06.17 17:34;Employee;RP5380;24.10.17;28.10.17;
transform price inquiry to travel request;3334;12.06.17 17:37;12.06.17 17:38;Employee;RP5380;24.10.17;28.10.17;
decide on approval requirements;3334;12.06.17 17:38;12.06.17 17:38;;;24.10.17;28.10.17;
check if booking is necessary;3334;21.06.17 10:04;21.06.17 10:06;Travel Department;AW2532;24.10.17;28.10.17;
prepare booking proposal;3334;29.06.17 14:24;29.06.17 15:36;Travel Department;AW2532;24.10.17;28.10.17;
send booking proposal to employee;3334;17.07.17 10:59;17.07.17 11:02;Travel Department;AW2532;24.10.17;28.10.17;
check booking proposal;3334;17.07.17 17:12;17.07.17 17:20;Employee;RP5380;24.10.17;28.10.17;
book travel;3334;27.07.17 12:29;27.07.17 13:31;Travel Department;AW2532;24.10.17;28.10.17;
file travel expense report;3334;03.11.17 19:15;03.11.17 19:19;Employee;RP5380;24.10.17;28.10.17;
confirm travel expense report;3334;03.11.17 19:19;03.11.17 19:21;Employee;RP5380;24.10.17;28.10.17;
check if expense documents exist;3334;03.11.17 20:12;03.11.17 19:15;Employee;RP5380;24.10.17;28.10.17;
decide on travel expense approval;3334;06.11.17 12:59;06.11.17 13:01;Manager;TF7102;24.10.17;28.10.17;
send original documents to archive;3334;23.11.17 05:59;23.11.17 06:27;Employee;RP5380;24.10.17;28.10.17;
calculate payments;3334;27.11.17 08:20;27.11.17 09:04;Accounting;CX8911;24.10.17;28.10.17;455,75
pay expenses;3334;11.12.17 08:08;11.12.17 08:13;Accounting;CX8911;24.10.17;28.10.17;147,75
file travel request;3335;28.04.17 06:59;28.04.17 07:11;Employee;BO5849;24.07.17;25.07.17;130,32
check if travel request needs preliminary price inquiry;3335;28.04.17 07:11;28.04.17 07:11;;;24.07.17;25.07.17;
decide on approval requirements;3335;28.04.17 07:11;28.04.17 07:12;;;24.07.17;25.07.17;
check if booking is necessary;3335;05.05.17 14:15;05.05.17 14:18;Travel Department;KS9688;24.07.17;25.07.17;
check if expense documents exist;3335;31.07.17 07:02;31.07.17 07:40;Employee;BO5849;24.07.17;25.07.17;
upload travel expense documents;3335;31.07.17 07:40;31.07.17 07:55;Employee;BO5849;24.07.17;25.07.17;
file travel expense report;3335;31.07.17 07:55;31.07.17 08:01;Employee;BO5849;24.07.17;25.07.17;
confirm travel expense report;3335;31.07.17 08:01;31.07.17 08:04;Employee;BO5849;24.07.17;25.07.17;
decide on travel expense approval;3335;31.07.17 14:08;31.07.17 14:12;Manager;TD8091;24.07.17;25.07.17;
send request for travel expense correction;3335;31.07.17 14:12;31.07.17 14:12;;;24.07.17;25.07.17;
correct travel expense report;3335;09.08.17 17:36;09.08.17 18:21;Employee;BO5849;24.07.17;25.07.17;
decide on travel expense approval;3335;10.08.17 13:59;10.08.17 14:00;Manager;TD8091;24.07.17;25.07.17;
send original documents to archive;3335;11.08.17 06:59;11.08.17 07:11;Employee;BO5849;24.07.17;25.07.17;
calculate payments;3335;01.09.17 13:42;01.09.17 14:03;Accounting;WE5108;24.07.17;25.07.17;112,77
pay expenses;3335;18.09.17 09:21;18.09.17 09:28;Accounting;WE5108;24.07.17;25.07.17;112,77
file travel request;3337;28.04.17 06:59;28.04.17 07:18;Employee;TC9544;04.07.17;05.07.17;176,26
check if travel request needs preliminary price inquiry;3337;28.04.17 07:18;28.04.17 07:18;;;04.07.17;05.07.17;
decide on approval requirements;3337;28.04.17 07:18;28.04.17 07:19;;;04.07.17;05.07.17;
check if booking is necessary;3337;05.05.17 14:34;05.05.17 14:36;Travel Department;JV9257;04.07.17;05.07.17;
prepare booking proposal;3337;12.05.17 16:25;12.05.17 17:32;Travel Department;JV9257;04.07.17;05.07.17;
send booking proposal to employee;3337;22.05.17 10:55;22.05.17 10:57;Travel Department;JV9257;04.07.17;05.07.17;
check booking proposal;3337;22.05.17 11:29;22.05.17 11:33;Employee;TC9544;04.07.17;05.07.17;
book travel;3337;30.05.17 12:45;30.05.17 13:29;Travel Department;JV9257;04.07.17;05.07.17;
check if expense documents exist;3337;10.07.17 06:59;10.07.17 07:13;Employee;TC9544;04.07.17;05.07.17;
upload travel expense documents;3337;10.07.17 07:13;10.07.17 07:23;Employee;TC9544;04.07.17;05.07.17;
file travel expense report;3337;10.07.17 07:23;10.07.17 07:28;Employee;TC9544;04.07.17;05.07.17;
confirm travel expense report;3337;10.07.17 07:28;10.07.17 07:30;Employee;TC9544;04.07.17;05.07.17;
decide on travel expense approval;3337;10.07.17 14:00;10.07.17 14:05;Manager;MA6233;04.07.17;05.07.17;
send original documents to archive;3337;20.07.17 11:33;20.07.17 11:43;Employee;TC9544;04.07.17;05.07.17;
calculate payments;3337;01.08.17 09:04;01.08.17 09:35;Accounting;FI12;04.07.17;05.07.17;128,4
pay expenses;3337;09.08.17 08:59;09.08.17 09:12;Accounting;FI12;04.07.17;05.07.17;102,4
file travel request;3340;28.04.17 08:44;28.04.17 08:49;Employee;RP5380;01.09.17;09.09.17;1225,05
check if travel request needs preliminary price inquiry;3340;28.04.17 08:49;28.04.17 08:50;;;01.09.17;09.09.17;
decide on approval requirements;3340;28.04.17 08:50;28.04.17 08:51;;;01.09.17;09.09.17;
forward request to approver;3340;28.04.17 08:51;28.04.17 08:52;;;01.09.17;09.09.17;
decide on request;3340;28.04.17 14:02;28.04.17 14:07;Manager;TF7102;01.09.17;09.09.17;
send request for correction;3340;28.04.17 14:07;28.04.17 14:08;;;01.09.17;09.09.17;
correct request;3340;06.05.17 13:38;06.05.17 14:05;Employee;RP5380;01.09.17;09.09.17;
decide on approval requirements;3340;06.05.17 14:05;06.05.17 14:07;;;01.09.17;09.09.17;
forward request to approver;3340;06.05.17 14:07;06.05.17 14:08;;;01.09.17;09.09.17;
check if booking is necessary;3340;15.05.17 10:27;15.05.17 10:33;Travel Department;AW2532;01.09.17;09.09.17;
prepare booking proposal;3340;23.05.17 10:55;23.05.17 11:33;Travel Department;AW2532;01.09.17;09.09.17;
send booking proposal to employee;3340;31.05.17 12:34;31.05.17 12:37;Travel Department;AW2532;01.09.17;09.09.17;
check booking proposal;3340;31.05.17 17:43;31.05.17 17:45;Employee;RP5380;01.09.17;09.09.17;
book travel;3340;09.06.17 09:03;09.06.17 10:22;Travel Department;AW2532;01.09.17;09.09.17;
check if expense documents exist;3340;20.09.17 17:49;20.09.17 18:14;Employee;RP5380;01.09.17;09.09.17;
file travel expense report;3340;20.09.17 18:14;20.09.17 18:28;Employee;RP5380;01.09.17;09.09.17;
confirm travel expense report;3340;20.09.17 18:28;20.09.17 18:32;Employee;RP5380;01.09.17;09.09.17;
decide on travel expense approval;3340;21.09.17 13:59;21.09.17 14:00;Manager;TF7102;01.09.17;09.09.17;
send request for travel expense correction;3340;21.09.17 14:00;21.09.17 14:01;;;01.09.17;09.09.17;
correct travel expense report;3340;22.09.17 06:59;22.09.17 07:21;Employee;RP5380;01.09.17;09.09.17;
decide on travel expense approval;3340;22.09.17 13:59;22.09.17 14:06;Manager;TF7102;01.09.17;09.09.17;
send request for travel expense correction;3340;22.09.17 14:06;22.09.17 14:06;;;01.09.17;09.09.17;
correct travel expense report;3340;25.09.17 06:59;25.09.17 08:26;Employee;RP5380;01.09.17;09.09.17;
decide on travel expense approval;3340;25.09.17 14:09;25.09.17 14:11;Manager;TF7102;01.09.17;09.09.17;
send original documents to archive;3340;27.09.17 14:28;27.09.17 14:37;Employee;RP5380;01.09.17;09.09.17;
calculate payments;3340;06.11.17 09:10;06.11.17 08:35;Accounting;GR7476;01.09.17;09.09.17;1251,36
pay expenses;3340;14.11.17 08:10;14.11.17 08:16;Accounting;GR7476;01.09.17;09.09.17;1163,36
file travel request;3350;01.05.17 06:59;01.05.17 07:23;Employee;DR5442;09.08.17;11.08.17;249,29
check if travel request needs preliminary price inquiry;3350;01.05.17 07:23;01.05.17 07:24;;;09.08.17;11.08.17;
prepare booking proposal;3350;08.05.17 13:57;08.05.17 15:32;Travel Department;JV9257;09.08.17;11.08.17;
send booking proposal to employee;3350;16.05.17 11:10;16.05.17 11:11;Travel Department;JV9257;09.08.17;11.08.17;
check booking proposal;3350;16.05.17 12:13;16.05.17 12:16;Employee;DR5442;09.08.17;11.08.17;
transform price inquiry to travel request;3350;16.05.17 12:20;16.05.17 12:20;Employee;DR5442;09.08.17;11.08.17;
decide on approval requirements;3350;16.05.17 12:20;16.05.17 12:21;;;09.08.17;11.08.17;
check if booking is necessary;3350;24.05.17 12:57;24.05.17 13:01;Travel Department;JV9257;09.08.17;11.08.17;
check if expense documents exist;3350;17.08.17 10:42;17.08.17 11:13;Employee;DR5442;09.08.17;11.08.17;
upload travel expense documents;3350;17.08.17 11:13;17.08.17 11:18;Employee;DR5442;09.08.17;11.08.17;
file travel expense report;3350;17.08.17 11:18;17.08.17 11:25;Employee;DR5442;09.08.17;11.08.17;
confirm travel expense report;3350;17.08.17 11:25;17.08.17 11:26;Employee;DR5442;09.08.17;11.08.17;
decide on travel expense approval;3350;17.08.17 14:02;17.08.17 14:08;Manager;LV1269;09.08.17;11.08.17;
send request for travel expense correction;3350;17.08.17 14:08;17.08.17 14:08;;;09.08.17;11.08.17;
correct travel expense report;3350;24.08.17 15:16;24.08.17 15:32;Employee;DR5442;09.08.17;11.08.17;
decide on travel expense approval;3350;25.08.17 13:59;25.08.17 14:00;Manager;LV1269;09.08.17;11.08.17;
send original documents to archive;3350;08.09.17 13:31;08.09.17 13:43;Employee;DR5442;09.08.17;11.08.17;
calculate payments;3350;25.09.17 10:11;25.09.17 11:06;Accounting;WE5108;09.08.17;11.08.17;216,91
pay expenses;3350;11.10.17 08:59;11.10.17 09:03;Accounting;WE5108;09.08.17;11.08.17;216,91
file travel request;3354;01.05.17 06:59;01.05.17 07:13;Employee;QA3835;28.07.17;31.07.17;316,26
check if travel request needs preliminary price inquiry;3354;01.05.17 07:13;01.05.17 07:13;;;28.07.17;31.07.17;
decide on approval requirements;3354;01.05.17 07:13;01.05.17 07:14;;;28.07.17;31.07.17;
check if booking is necessary;3354;08.05.17 13:03;08.05.17 13:05;Travel Department;JV9257;28.07.17;31.07.17;
prepare booking proposal;3354;16.05.17 09:01;16.05.17 09:30;Travel Department;JV9257;28.07.17;31.07.17;
send booking proposal to employee;3354;24.05.17 09:06;24.05.17 09:10;Travel Department;JV9257;28.07.17;31.07.17;
check booking proposal;3354;24.05.17 14:00;24.05.17 14:06;Employee;QA3835;28.07.17;31.07.17;
book travel;3354;01.06.17 11:26;01.06.17 14:24;Travel Department;JV9257;28.07.17;31.07.17;
check if expense documents exist;3354;01.08.17 06:59;01.08.17 07:25;Employee;QA3835;28.07.17;31.07.17;
upload travel expense documents;3354;01.08.17 07:25;01.08.17 07:40;Employee;QA3835;28.07.17;31.07.17;
file travel expense report;3354;01.08.17 07:40;01.08.17 07:54;Employee;QA3835;28.07.17;31.07.17;
confirm travel expense report;3354;01.08.17 07:54;01.08.17 07:56;Employee;QA3835;28.07.17;31.07.17;
decide on travel expense approval;3354;01.08.17 13:59;01.08.17 14:01;Manager;TD8091;28.07.17;31.07.17;
send request for travel expense correction;3354;01.08.17 14:01;01.08.17 14:01;;;28.07.17;31.07.17;
correct travel expense report;3354;09.08.17 06:59;09.08.17 07:09;Employee;QA3835;28.07.17;31.07.17;
decide on travel expense approval;3354;09.08.17 13:59;09.08.17 14:03;Manager;TD8091;28.07.17;31.07.17;
send original documents to archive;3354;17.08.17 11:34;17.08.17 12:26;Employee;QA3835;28.07.17;31.07.17;
calculate payments;3354;08.09.17 09:04;08.09.17 09:56;Accounting;VA7847;28.07.17;31.07.17;278,12
pay expenses;3354;18.09.17 10:16;18.09.17 10:27;Accounting;VA7847;28.07.17;31.07.17;59,12
file travel request;3360;01.05.17 06:59;01.05.17 07:16;Employee;CV4719;25.07.17;28.07.17;1685,76
check if travel request needs preliminary price inquiry;3360;01.05.17 07:16;01.05.17 07:18;;;25.07.17;28.07.17;
prepare booking proposal;3360;08.05.17 13:14;08.05.17 14:41;Travel Department;JV9257;25.07.17;28.07.17;
send booking proposal to employee;3360;16.05.17 11:05;16.05.17 11:06;Travel Department;JV9257;25.07.17;28.07.17;
check booking proposal;3360;16.05.17 15:45;16.05.17 15:50;Employee;CV4719;25.07.17;28.07.17;
transform price inquiry to travel request;3360;16.05.17 15:54;16.05.17 15:54;Employee;CV4719;25.07.17;28.07.17;
decide on approval requirements;3360;16.05.17 15:54;16.05.17 15:55;;;25.07.17;28.07.17;
forward request to approver;3360;16.05.17 15:55;16.05.17 15:57;;;25.07.17;28.07.17;
decide on request;3360;17.05.17 13:59;17.05.17 14:01;Manager;HK6824;25.07.17;28.07.17;
send request for correction;3360;17.05.17 14:01;17.05.17 14:03;;;25.07.17;28.07.17;
correct request;3360;26.05.17 11:03;26.05.17 11:20;Employee;CV4719;25.07.17;28.07.17;
decide on approval requirements;3360;26.05.17 11:20;26.05.17 11:21;;;25.07.17;28.07.17;
forward request to approver;3360;26.05.17 11:22;26.05.17 11:22;;;25.07.17;28.07.17;
check if booking is necessary;3360;02.06.17 15:44;02.06.17 15:45;Travel Department;JV9257;25.07.17;28.07.17;
prepare booking proposal;3360;13.06.17 08:59;13.06.17 10:30;Travel Department;JV9257;25.07.17;28.07.17;
send booking proposal to employee;3360;21.06.17 12:30;21.06.17 12:31;Travel Department;JV9257;25.07.17;28.07.17;
check booking proposal;3360;21.06.17 13:35;21.06.17 13:40;Employee;CV4719;25.07.17;28.07.17;
book travel;3360;30.06.17 09:08;30.06.17 11:13;Travel Department;JV9257;25.07.17;28.07.17;
check if expense documents exist;3360;02.08.17 06:59;02.08.17 07:30;Employee;CV4719;25.07.17;28.07.17;
upload travel expense documents;3360;02.08.17 07:30;02.08.17 07:38;Employee;CV4719;25.07.17;28.07.17;
file travel expense report;3360;02.08.17 07:38;02.08.17 07:45;Employee;CV4719;25.07.17;28.07.17;
confirm travel expense report;3360;02.08.17 07:45;02.08.17 07:45;Employee;CV4719;25.07.17;28.07.17;
decide on travel expense approval;3360;02.08.17 13:59;02.08.17 14:02;Manager;HK6824;25.07.17;28.07.17;
send original documents to archive;3360;17.08.17 09:05;17.08.17 09:45;Employee;CV4719;25.07.17;28.07.17;
calculate payments;3360;29.08.17 09:06;29.08.17 10:07;Accounting;JK6642;25.07.17;28.07.17;1639,04
pay expenses;3360;11.09.17 09:58;11.09.17 10:05;Accounting;JK6642;25.07.17;28.07.17;655,04
file travel request;3376;01.05.17 06:59;01.05.17 07:13;Employee;HB3526;29.07.17;29.07.17;75,97
check if travel request needs preliminary price inquiry;3376;01.05.17 07:13;01.05.17 07:13;;;29.07.17;29.07.17;
decide on approval requirements;3376;01.05.17 07:13;01.05.17 07:15;;;29.07.17;29.07.17;
check if booking is necessary;3376;08.05.17 13:05;08.05.17 13:09;Travel Department;WG5857;29.07.17;29.07.17;
check if expense documents exist;3376;07.08.17 06:59;07.08.17 07:16;Employee;HB3526;29.07.17;29.07.17;
upload travel expense documents;3376;07.08.17 07:16;07.08.17 07:32;Employee;HB3526;29.07.17;29.07.17;
file travel expense report;3376;07.08.17 07:32;07.08.17 07:47;Employee;HB3526;29.07.17;29.07.17;
confirm travel expense report;3376;07.08.17 07:47;07.08.17 07:50;Employee;HB3526;29.07.17;29.07.17;
decide on travel expense approval;3376;07.08.17 14:07;07.08.17 14:07;Manager;OX4346;29.07.17;29.07.17;
send original documents to archive;3376;07.08.17 21:50;07.08.17 22:34;Employee;HB3526;29.07.17;29.07.17;
calculate payments;3376;04.09.17 08:59;04.09.17 09:56;Accounting;GU1789;29.07.17;29.07.17;89,48
pay expenses;3376;13.09.17 08:59;13.09.17 09:07;Accounting;GU1789;29.07.17;29.07.17;89,48
file travel request;3383;01.05.17 06:59;01.05.17 07:17;Employee;XQ1540;13.06.17;14.06.17;122,7
check if travel request needs preliminary price inquiry;3383;01.05.17 07:17;01.05.17 07:17;;;13.06.17;14.06.17;
decide on approval requirements;3383;01.05.17 07:17;01.05.17 07:18;;;13.06.17;14.06.17;
check if booking is necessary;3383;08.05.17 13:13;08.05.17 13:17;Travel Department;WG5857;13.06.17;14.06.17;
prepare booking proposal;3383;16.05.17 09:38;16.05.17 10:28;Travel Department;WG5857;13.06.17;14.06.17;
send booking proposal to employee;3383;24.05.17 10:48;24.05.17 10:51;Travel Department;WG5857;13.06.17;14.06.17;
check booking proposal;3383;24.05.17 14:10;24.05.17 14:15;Employee;XQ1540;13.06.17;14.06.17;
book travel;3383;01.06.17 11:50;01.06.17 14:54;Travel Department;WG5857;13.06.17;14.06.17;
check if expense documents exist;3383;16.06.17 06:59;16.06.17 07:22;Employee;XQ1540;13.06.17;14.06.17;
file travel expense report;3383;16.06.17 07:22;16.06.17 07:25;Employee;XQ1540;13.06.17;14.06.17;
confirm travel expense report;3383;16.06.17 07:25;16.06.17 07:27;Employee;XQ1540;13.06.17;14.06.17;
decide on travel expense approval;3383;16.06.17 13:59;16.06.17 14:05;Manager;TD8091;13.06.17;14.06.17;
send original documents to archive;3383;22.06.17 06:59;22.06.17 07:25;Employee;XQ1540;13.06.17;14.06.17;
calculate payments;3383;12.07.17 08:59;12.07.17 09:32;Accounting;WE5108;13.06.17;14.06.17;147,35
pay expenses;3383;24.07.17 11:31;24.07.17 11:43;Accounting;WE5108;13.06.17;14.06.17;66,35
file travel request;3388;01.05.17 08:46;01.05.17 08:53;Employee;TK1856;11.08.17;14.08.17;311,84
check if travel request needs preliminary price inquiry;3388;01.05.17 08:53;01.05.17 08:53;;;11.08.17;14.08.17;
prepare booking proposal;3388;08.05.17 14:37;08.05.17 15:50;Travel Department;WG5857;11.08.17;14.08.17;
send booking proposal to employee;3388;16.05.17 11:13;16.05.17 11:16;Travel Department;WG5857;11.08.17;14.08.17;
check booking proposal;3388;16.05.17 13:08;16.05.17 13:11;Employee;TK1856;11.08.17;14.08.17;
transform price inquiry to travel request;3388;16.05.17 13:15;16.05.17 13:15;Employee;TK1856;11.08.17;14.08.17;
decide on approval requirements;3388;16.05.17 13:15;16.05.17 13:16;;;11.08.17;14.08.17;
check if booking is necessary;3388;24.05.17 14:26;24.05.17 14:32;Travel Department;WG5857;11.08.17;14.08.17;
prepare booking proposal;3388;01.06.17 12:04;01.06.17 13:30;Travel Department;WG5857;11.08.17;14.08.17;
send booking proposal to employee;3388;09.06.17 13:19;09.06.17 13:21;Travel Department;WG5857;11.08.17;14.08.17;
check booking proposal;3388;09.06.17 15:41;09.06.17 15:52;Employee;TK1856;11.08.17;14.08.17;
book travel;3388;19.06.17 16:41;19.06.17 19:33;Travel Department;WG5857;11.08.17;14.08.17;
check if expense documents exist;3388;21.08.17 06:59;21.08.17 07:25;Employee;TK1856;11.08.17;14.08.17;
file travel expense report;3388;21.08.17 07:25;21.08.17 07:30;Employee;TK1856;11.08.17;14.08.17;
confirm travel expense report;3388;21.08.17 07:30;21.08.17 07:32;Employee;TK1856;11.08.17;14.08.17;
decide on travel expense approval;3388;21.08.17 14:00;21.08.17 14:05;Manager;CV4719;11.08.17;14.08.17;
send original documents to archive;3388;04.09.17 06:59;04.09.17 07:55;Employee;TK1856;11.08.17;14.08.17;
calculate payments;3388;30.10.17 09:40;30.10.17 08:57;Accounting;CX8911;11.08.17;14.08.17;333,89
pay expenses;3388;07.11.17 07:59;07.11.17 08:03;Accounting;CX8911;11.08.17;14.08.17;325,89
file travel request;3389;01.05.17 10:25;01.05.17 10:41;Employee;SH9515;09.06.17;18.06.17;3876,42
check if travel request needs preliminary price inquiry;3389;01.05.17 10:41;01.05.17 10:41;;;09.06.17;18.06.17;
prepare booking proposal;3389;08.05.17 16:34;08.05.17 17:25;Travel Department;AW2532;09.06.17;18.06.17;
send booking proposal to employee;3389;16.05.17 11:19;16.05.17 11:22;Travel Department;AW2532;09.06.17;18.06.17;
check booking proposal;3389;16.05.17 17:18;16.05.17 17:20;Employee;SH9515;09.06.17;18.06.17;
transform price inquiry to travel request;3389;16.05.17 17:29;16.05.17 17:29;Employee;SH9515;09.06.17;18.06.17;
decide on approval requirements;3389;16.05.17 17:29;16.05.17 17:30;;;09.06.17;18.06.17;
forward request to approver;3389;16.05.17 17:30;16.05.17 17:32;;;09.06.17;18.06.17;
decide on request;3389;17.05.17 13:59;17.05.17 14:01;Manager;CV4719;09.06.17;18.06.17;
check if booking is necessary;3389;25.05.17 15:33;25.05.17 15:40;Travel Department;AW2532;09.06.17;18.06.17;
check if expense documents exist;3389;22.06.17 11:21;22.06.17 11:42;Employee;SH9515;09.06.17;18.06.17;
file travel expense report;3389;22.06.17 11:42;22.06.17 11:46;Employee;SH9515;09.06.17;18.06.17;
confirm travel expense report;3389;22.06.17 11:46;22.06.17 11:46;Employee;SH9515;09.06.17;18.06.17;
decide on travel expense approval;3389;22.06.17 14:03;22.06.17 14:03;Manager;CV4719;09.06.17;18.06.17;
send original documents to archive;3389;26.06.17 20:50;26.06.17 21:17;Employee;SH9515;09.06.17;18.06.17;
calculate payments;3389;17.07.17 09:55;17.07.17 10:13;Accounting;CX8911;09.06.17;18.06.17;3836,14
pay expenses;3389;28.07.17 12:34;28.07.17 12:38;Accounting;CX8911;09.06.17;18.06.17;3836,14
file travel request;3407;02.05.17 13:24;02.05.17 13:37;Employee;CF9803;13.07.17;14.07.17;323,59
check if travel request needs preliminary price inquiry;3407;02.05.17 13:37;02.05.17 13:37;;;13.07.17;14.07.17;
decide on approval requirements;3407;02.05.17 13:37;02.05.17 13:38;;;13.07.17;14.07.17;
check if booking is necessary;3407;10.05.17 12:14;10.05.17 12:19;Travel Department;NV2279;13.07.17;14.07.17;
check if expense documents exist;3407;17.07.17 06:59;17.07.17 07:37;Employee;CF9803;13.07.17;14.07.17;
file travel expense report;3407;17.07.17 07:37;17.07.17 07:43;Employee;CF9803;13.07.17;14.07.17;
confirm travel expense report;3407;17.07.17 07:43;17.07.17 07:44;Employee;CF9803;13.07.17;14.07.17;
decide on travel expense approval;3407;17.07.17 14:04;17.07.17 14:10;Manager;AK7488;13.07.17;14.07.17;
send original documents to archive;3407;25.07.17 12:41;25.07.17 12:53;Employee;CF9803;13.07.17;14.07.17;
calculate payments;3407;05.09.17 08:59;05.09.17 09:42;Accounting;GU1789;13.07.17;14.07.17;326,37
pay expenses;3407;18.09.17 14:22;18.09.17 14:29;Accounting;GU1789;13.07.17;14.07.17;326,37
file travel request;3412;02.05.17 20:44;02.05.17 21:17;Employee;IS6504;26.06.17;30.06.17;429,88
check if travel request needs preliminary price inquiry;3412;02.05.17 21:17;02.05.17 21:17;;;26.06.17;30.06.17;
decide on approval requirements;3412;02.05.17 21:17;02.05.17 21:19;;;26.06.17;30.06.17;
check if booking is necessary;3412;11.05.17 09:53;11.05.17 09:58;Travel Department;AW2532;26.06.17;30.06.17;
check if expense documents exist;3412;03.07.17 06:59;03.07.17 07:22;Employee;IS6504;26.06.17;30.06.17;
upload travel expense documents;3412;03.07.17 07:22;03.07.17 07:28;Employee;IS6504;26.06.17;30.06.17;
file travel expense report;3412;03.07.17 07:28;03.07.17 07:42;Employee;IS6504;26.06.17;30.06.17;
confirm travel expense report;3412;03.07.17 07:42;03.07.17 07:45;Employee;IS6504;26.06.17;30.06.17;
decide on travel expense approval;3412;03.07.17 14:05;03.07.17 14:07;Manager;YS1169;26.06.17;30.06.17;
send request for travel expense correction;3412;03.07.17 14:07;03.07.17 14:08;;;26.06.17;30.06.17;
correct travel expense report;3412;05.07.17 17:26;05.07.17 17:57;Employee;IS6504;26.06.17;30.06.17;
decide on travel expense approval;3412;06.07.17 13:59;06.07.17 14:00;Manager;YS1169;26.06.17;30.06.17;
send original documents to archive;3412;24.07.17 06:59;24.07.17 07:19;Employee;IS6504;26.06.17;30.06.17;
calculate payments;3412;14.08.17 10:14;14.08.17 10:38;Accounting;GU1789;26.06.17;30.06.17;383,24
pay expenses;3412;21.08.17 14:20;21.08.17 14:25;Accounting;GU1789;26.06.17;30.06.17;383,24
file travel request;3422;03.05.17 11:50;03.05.17 11:58;Employee;JV2762;18.08.17;21.08.17;348,67
check if travel request needs preliminary price inquiry;3422;03.05.17 11:58;03.05.17 11:58;;;18.08.17;21.08.17;
decide on approval requirements;3422;03.05.17 11:58;03.05.17 11:58;;;18.08.17;21.08.17;
check if booking is necessary;3422;11.05.17 11:36;11.05.17 11:42;Travel Department;JV9257;18.08.17;21.08.17;
prepare booking proposal;3422;18.05.17 15:16;18.05.17 16:13;Travel Department;JV9257;18.08.17;21.08.17;
send booking proposal to employee;3422;26.05.17 16:39;26.05.17 16:43;Travel Department;JV9257;18.08.17;21.08.17;
check booking proposal;3422;26.05.17 22:10;26.05.17 22:16;Employee;JV2762;18.08.17;21.08.17;
book travel;3422;05.06.17 13:49;05.06.17 16:35;Travel Department;JV9257;18.08.17;21.08.17;
check if expense documents exist;3422;04.09.17 06:59;04.09.17 07:31;Employee;JV2762;18.08.17;21.08.17;
file travel expense report;3422;04.09.17 07:31;04.09.17 07:37;Employee;JV2762;18.08.17;21.08.17;
