stage;activity;case;start;end;case start;case end;previous;current;waiting_time_day;waiting_time_min;activity_duration_min;total_min;total_days;previous;case_aggregate_min;case_aggregate_days;type;user;till_trip_starts;travel_start;travel_end;travel_duration;since_trip_end;cost;kind_of_non-conformance
planning;book travel;3656;18.07.17 16:22;18.07.17 18:24;NO;NO;check booking proposal;book travel;17,98;25894;122;26016;18,07;62509;88525;61,48;Travel Department;NV2279;61,23;18.09.17;20.09.17;2;;;truly non-conforming
reporting;check if expense documents exist;3656;22.09.17 16:56;22.09.17 17:27;NO;NO;book travel;check if expense documents exist;65,94;94952;31;94983;65,96;88525;183508;127,44;Employee;MA9870;;18.09.17;20.09.17;2;2,71;;truly non-conforming
reporting;file travel expense report;3656;22.09.17 17:27;22.09.17 17:33;NO;NO;check if expense documents exist;file travel expense report;0;0;6;6;0;183508;183514;127,44;Employee;MA9870;;18.09.17;20.09.17;2;2,73;;truly non-conforming
reporting;confirm travel expense report;3656;22.09.17 17:33;22.09.17 17:33;NO;NO;file travel expense report;confirm travel expense report;0;0;0;0;0;183514;183514;127,44;Employee;MA9870;;18.09.17;20.09.17;2;2,73;;truly non-conforming
reporting;decide on travel expense approval;3656;25.09.17 13:59;25.09.17 14:05;NO;NO;confirm travel expense report;decide on travel expense approval;2,85;4106;6;4112;2,86;183514;187626;130,3;Manager;JH852;;18.09.17;20.09.17;2;5,58;;truly non-conforming
reporting;send original documents to archive;3656;09.10.17 07:11;09.10.17 07:37;NO;NO;decide on travel expense approval;send original documents to archive;13,71;19746;26;19772;13,73;187626;207398;144,03;Employee;MA9870;;18.09.17;20.09.17;2;19,3;;truly non-conforming
reporting;calculate payments;3656;20.10.17 08:59;20.10.17 09:10;NO;NO;send original documents to archive;calculate payments;11,06;15922;11;15933;11,06;207398;223331;155,09;Accounting;WO40;;18.09.17;20.09.17;2;30,37;137,5;truly non-conforming
reporting;pay expenses;3656;25.10.17 09:06;25.10.17 09:15;NO;YES;calculate payments;pay expenses;5;7196;9;7205;5;223331;230536;160,09;Accounting;WO40;;18.09.17;20.09.17;2;35,38;47,5;truly non-conforming
planning;file travel request;3658;18.05.17 06:59;18.05.17 07:20;YES;NO;pay expenses;file travel request;;;21;21;0,01;;21;0,01;Employee;YO3805;43,69;01.07.17;03.07.17;2;;304,92;truly non-conforming
planning;check if travel request needs preliminary price inquiry;3658;18.05.17 07:20;18.05.17 07:20;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;0;0;0;21;21;0,01;;;43,69;01.07.17;03.07.17;2;;;truly non-conforming
planning;decide on approval requirements;3658;18.05.17 07:20;18.05.17 07:22;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;2;2;0;21;23;0,02;;;43,69;01.07.17;03.07.17;2;;;truly non-conforming
planning;check if booking is necessary;3658;26.05.17 12:26;26.05.17 12:31;NO;NO;decide on approval requirements;check if booking is necessary;8,21;11824;5;11829;8,21;23;11852;8,23;Travel Department;AW2532;35,48;01.07.17;03.07.17;2;;;truly non-conforming
planning;prepare booking proposal;3658;05.06.17 08:59;05.06.17 10:41;NO;NO;check if booking is necessary;prepare booking proposal;9,85;14188;102;14290;9,92;11852;26142;18,15;Travel Department;AW2532;25,55;01.07.17;03.07.17;2;;;truly non-conforming
planning;send booking proposal to employee;3658;13.06.17 16:12;13.06.17 16:17;NO;NO;prepare booking proposal;send booking proposal to employee;8,23;11851;5;11856;8,23;26142;37998;26,39;Travel Department;AW2532;17,32;01.07.17;03.07.17;2;;;truly non-conforming
planning;check booking proposal;3658;13.06.17 21:36;13.06.17 21:43;NO;NO;send booking proposal to employee;check booking proposal;0,22;319;7;326;0,23;37998;38324;26,61;Employee;YO3805;17,1;01.07.17;03.07.17;2;;;truly non-conforming
planning;book travel;3658;22.06.17 11:13;22.06.17 13:16;NO;NO;check booking proposal;book travel;8,56;12330;123;12453;8,65;38324;50777;35,26;Travel Department;AW2532;8,45;01.07.17;03.07.17;2;;;truly non-conforming
reporting;check if expense documents exist;3658;05.07.17 06:59;05.07.17 07:36;NO;NO;book travel;check if expense documents exist;12,74;18343;37;18380;12,76;50777;69157;48,03;Employee;YO3805;;01.07.17;03.07.17;2;2,29;;truly non-conforming
reporting;file travel expense report;3658;05.07.17 07:36;05.07.17 07:45;NO;NO;check if expense documents exist;file travel expense report;0;0;9;9;0,01;69157;69166;48,03;Employee;YO3805;;01.07.17;03.07.17;2;2,32;;truly non-conforming
reporting;confirm travel expense report;3658;05.07.17 07:45;05.07.17 07:49;NO;NO;file travel expense report;confirm travel expense report;0;0;4;4;0;69166;69170;48,03;Employee;YO3805;;01.07.17;03.07.17;2;2,32;;truly non-conforming
reporting;decide on travel expense approval;3658;05.07.17 13:59;05.07.17 14:06;NO;NO;confirm travel expense report;decide on travel expense approval;0,26;370;7;377;0,26;69170;69547;48,3;Manager;YS1169;;01.07.17;03.07.17;2;2,58;;truly non-conforming
reporting;send original documents to archive;3658;11.07.17 06:59;11.07.17 07:21;NO;NO;decide on travel expense approval;send original documents to archive;5,7;8213;22;8235;5,72;69547;77782;54,02;Employee;YO3805;;01.07.17;03.07.17;2;8,29;;truly non-conforming
reporting;calculate payments;3658;31.07.17 10:20;31.07.17 11:00;NO;NO;send original documents to archive;calculate payments;20,12;28979;40;29019;20,15;77782;106801;74,17;Accounting;GU1789;;01.07.17;03.07.17;2;28,43;317,5;truly non-conforming
reporting;pay expenses;3658;08.08.17 08:59;08.08.17 09:09;NO;YES;calculate payments;pay expenses;7,92;11399;10;11409;7,92;106801;118210;82,09;Accounting;GU1789;;01.07.17;03.07.17;2;36,37;243,5;truly non-conforming
planning;file travel request;3660;18.05.17 08:59;18.05.17 09:10;YES;NO;pay expenses;file travel request;;;11;11;0,01;;11;0,01;Employee;WK3041;88,62;15.08.17;31.08.17;16;;2227,71;truly non-conforming
planning;check if travel request needs preliminary price inquiry;3660;18.05.17 09:10;18.05.17 09:10;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;0;0;0;11;11;0,01;;;88,62;15.08.17;31.08.17;16;;;truly non-conforming
planning;decide on approval requirements;3660;18.05.17 09:10;18.05.17 09:11;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;1;1;0;11;12;0,01;;;88,62;15.08.17;31.08.17;16;;;truly non-conforming
planning;forward request to approver;3660;18.05.17 09:11;18.05.17 09:12;NO;NO;decide on approval requirements;forward request to approver;0;0;1;1;0;12;13;0,01;;;88,62;15.08.17;31.08.17;16;;;truly non-conforming
planning;decide on request;3660;18.05.17 14:01;18.05.17 14:04;NO;NO;forward request to approver;decide on request;0,2;289;3;292;0,2;13;305;0,21;Manager;MV9004;88,41;15.08.17;31.08.17;16;;;truly non-conforming
planning;check if booking is necessary;3660;26.05.17 16:18;26.05.17 16:27;NO;NO;decide on request;check if booking is necessary;8,09;11654;9;11663;8,1;305;11968;8,31;Travel Department;AW2532;80,31;15.08.17;31.08.17;16;;;truly non-conforming
reporting;check if expense documents exist;3660;31.08.17 12:18;31.08.17 12:51;NO;NO;check if booking is necessary;check if expense documents exist;96,83;139431;33;139464;96,85;11968;151432;105,16;Employee;WK3041;;15.08.17;31.08.17;16;0,51;;truly non-conforming
reporting;upload travel expense documents;3660;31.08.17 12:51;31.08.17 13:03;NO;NO;check if expense documents exist;upload travel expense documents;0;0;12;12;0,01;151432;151444;105,17;Employee;WK3041;;15.08.17;31.08.17;16;0,54;;truly non-conforming
reporting;file travel expense report;3660;31.08.17 13:03;31.08.17 13:10;NO;NO;upload travel expense documents;file travel expense report;0;0;7;7;0;151444;151451;105,17;Employee;WK3041;;15.08.17;31.08.17;16;0,54;;truly non-conforming
reporting;confirm travel expense report;3660;31.08.17 13:10;31.08.17 13:13;NO;NO;file travel expense report;confirm travel expense report;0;0;3;3;0;151451;151454;105,18;Employee;WK3041;;15.08.17;31.08.17;16;0,55;;truly non-conforming
planning;decide on request;3660;31.08.17 13:21;31.08.17 13:35;NO;NO;confirm travel expense report;decide on request;0,01;8;14;22;0,02;151454;151476;105,19;Manager;CN787;-16,57;15.08.17;31.08.17;16;;;truly non-conforming
reporting;decide on travel expense approval;3660;31.08.17 14:04;31.08.17 14:05;NO;NO;decide on request;decide on travel expense approval;0,02;29;1;30;0,02;151476;151506;105,21;Manager;MV9004;;15.08.17;31.08.17;16;0,59;;truly non-conforming
reporting;send original documents to archive;3660;05.09.17 15:40;05.09.17 16:24;NO;NO;decide on travel expense approval;send original documents to archive;5,07;7295;44;7339;5,1;151506;158845;110,31;Employee;WK3041;;15.08.17;31.08.17;16;5,65;;truly non-conforming
reporting;calculate payments;3660;02.10.17 11:07;02.10.17 11:51;NO;NO;send original documents to archive;calculate payments;26,78;38563;44;38607;26,81;158845;197452;137,12;Accounting;FQ3758;;15.08.17;31.08.17;16;32,46;2194,66;truly non-conforming
reporting;pay expenses;3660;09.10.17 09:11;09.10.17 09:19;NO;YES;calculate payments;pay expenses;6,89;9920;8;9928;6,89;197452;207380;144,01;Accounting;FQ3758;;15.08.17;31.08.17;16;39,38;2194,66;truly non-conforming
planning;file travel request;3661;18.05.17 10:24;18.05.17 10:33;YES;NO;pay expenses;file travel request;;;9;9;0,01;;9;0,01;Employee;TC9544;83,56;10.08.17;13.08.17;3;;294,29;truly non-conforming
planning;check if travel request needs preliminary price inquiry;3661;18.05.17 10:33;18.05.17 10:34;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;9;10;0,01;;;83,56;10.08.17;13.08.17;3;;;truly non-conforming
planning;prepare booking proposal;3661;26.05.17 13:21;26.05.17 14:08;NO;NO;check if travel request needs preliminary price inquiry;prepare booking proposal;8,12;11687;47;11734;8,15;10;11744;8,16;Travel Department;KS9688;75,41;10.08.17;13.08.17;3;;;truly non-conforming
planning;send booking proposal to employee;3661;05.06.17 09:11;05.06.17 09:13;NO;NO;prepare booking proposal;send booking proposal to employee;9,79;14103;2;14105;9,8;11744;25849;17,95;Travel Department;KS9688;65,62;10.08.17;13.08.17;3;;;truly non-conforming
planning;check booking proposal;3661;05.06.17 14:33;05.06.17 14:38;NO;NO;send booking proposal to employee;check booking proposal;0,22;320;5;325;0,23;25849;26174;18,18;Employee;TC9544;65,39;10.08.17;13.08.17;3;;;truly non-conforming
planning;check if price inquiry is still needed and up to date;3661;12.06.17 06:59;12.06.17 07:03;NO;NO;check booking proposal;check if price inquiry is still needed and up to date;6,68;9621;4;9625;6,68;26174;35799;24,86;Employee;TC9544;58,71;10.08.17;13.08.17;3;;;truly non-conforming
planning;request update of the booking proposal;3661;12.06.17 07:03;12.06.17 07:03;NO;NO;check if price inquiry is still needed and up to date;request update of the booking proposal;0;0;0;0;0;35799;35799;24,86;Employee;TC9544;58,71;10.08.17;13.08.17;3;;;truly non-conforming
planning;prepare booking proposal;3661;20.06.17 09:03;20.06.17 10:10;NO;NO;request update of the booking proposal;prepare booking proposal;8,08;11640;67;11707;8,13;35799;47506;32,99;Travel Department;KS9688;50,58;10.08.17;13.08.17;3;;;truly non-conforming
planning;send booking proposal to employee;3661;28.06.17 14:41;28.06.17 14:41;NO;NO;prepare booking proposal;send booking proposal to employee;8,19;11791;0;11791;8,19;47506;59297;41,18;Travel Department;KS9688;42,39;10.08.17;13.08.17;3;;;truly non-conforming
planning;check booking proposal;3661;28.06.17 18:50;28.06.17 18:52;NO;NO;send booking proposal to employee;check booking proposal;0,17;249;2;251;0,17;59297;59548;41,35;Employee;TC9544;42,21;10.08.17;13.08.17;3;;;truly non-conforming
planning;transform price inquiry to travel request;3661;28.06.17 18:55;28.06.17 18:55;NO;NO;check booking proposal;transform price inquiry to travel request;0;3;0;3;0;59548;59551;41,35;Employee;TC9544;42,21;10.08.17;13.08.17;3;;;truly non-conforming
planning;decide on approval requirements;3661;28.06.17 18:55;28.06.17 18:56;NO;NO;transform price inquiry to travel request;decide on approval requirements;0;0;1;1;0;59551;59552;41,36;;;42,21;10.08.17;13.08.17;3;;;truly non-conforming
planning;check if booking is necessary;3661;14.07.17 11:38;14.07.17 11:40;NO;NO;decide on approval requirements;check if booking is necessary;15,7;22602;2;22604;15,7;59552;82156;57,05;Travel Department;KS9688;26,51;10.08.17;13.08.17;3;;;truly non-conforming
reporting;check if expense documents exist;3661;18.08.17 19:19;18.08.17 19:25;NO;NO;check if booking is necessary;check if expense documents exist;35,32;50859;6;50865;35,32;82156;133021;92,38;Employee;TC9544;;10.08.17;13.08.17;3;5,8;;truly non-conforming
reporting;upload travel expense documents;3661;18.08.17 19:25;18.08.17 19:37;NO;NO;check if expense documents exist;upload travel expense documents;0;0;12;12;0,01;133021;133033;92,38;Employee;TC9544;;10.08.17;13.08.17;3;5,81;;truly non-conforming
reporting;file travel expense report;3661;18.08.17 19:37;18.08.17 19:43;NO;NO;upload travel expense documents;file travel expense report;0;0;6;6;0;133033;133039;92,39;Employee;TC9544;;10.08.17;13.08.17;3;5,82;;truly non-conforming
reporting;confirm travel expense report;3661;18.08.17 19:43;18.08.17 19:43;NO;NO;file travel expense report;confirm travel expense report;0;0;0;0;0;133039;133039;92,39;Employee;TC9544;;10.08.17;13.08.17;3;5,82;;truly non-conforming
reporting;decide on travel expense approval;3661;21.08.17 13:59;21.08.17 14:00;NO;NO;confirm travel expense report;decide on travel expense approval;2,76;3976;1;3977;2,76;133039;137016;95,15;Manager;MA6233;;10.08.17;13.08.17;3;8,58;;truly non-conforming
reporting;send request for travel expense correction;3661;21.08.17 14:00;21.08.17 14:01;NO;NO;decide on travel expense approval;send request for travel expense correction;0;0;1;1;0;137016;137017;95,15;;;;10.08.17;13.08.17;3;8,58;;truly non-conforming
reporting;correct travel expense report;3661;24.08.17 17:46;24.08.17 18:28;NO;NO;send request for travel expense correction;correct travel expense report;3,16;4545;42;4587;3,19;137017;141604;98,34;Employee;TC9544;;10.08.17;13.08.17;3;11,74;;truly non-conforming
reporting;decide on travel expense approval;3661;25.08.17 13:59;25.08.17 14:02;NO;NO;correct travel expense report;decide on travel expense approval;0,81;1171;3;1174;0,82;141604;142778;99,15;Manager;MA6233;;10.08.17;13.08.17;3;12,58;;truly non-conforming
reporting;send original documents to archive;3661;11.09.17 06:59;11.09.17 07:04;NO;NO;decide on travel expense approval;send original documents to archive;16,71;24057;5;24062;16,71;142778;166840;115,86;Employee;TC9544;;10.08.17;13.08.17;3;29,29;;truly non-conforming
reporting;calculate payments;3661;11.09.17 09:42;11.09.17 10:18;NO;NO;send original documents to archive;calculate payments;0,11;158;36;194;0,13;166840;167034;116;Accounting;JK6642;;10.08.17;13.08.17;3;29,4;273,39;truly non-conforming
reporting;pay expenses;3661;28.09.17 09:50;28.09.17 10:01;NO;YES;calculate payments;pay expenses;16,98;24452;11;24463;16,99;167034;191497;132,98;Accounting;JK6642;;10.08.17;13.08.17;3;46,41;273,39;truly non-conforming
planning;file travel request;3663;18.05.17 13:16;18.05.17 13:40;YES;NO;pay expenses;file travel request;;;24;24;0,02;;24;0,02;Employee;SE4457;61,43;19.07.17;22.07.17;3;;291,27;truly non-conforming
planning;check if travel request needs preliminary price inquiry;3663;18.05.17 13:40;18.05.17 13:41;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;24;25;0,02;;;61,43;19.07.17;22.07.17;3;;;truly non-conforming
planning;prepare booking proposal;3663;26.05.17 15:46;26.05.17 16:18;NO;NO;check if travel request needs preliminary price inquiry;prepare booking proposal;8,09;11645;32;11677;8,11;25;11702;8,13;Travel Department;NV2279;53,32;19.07.17;22.07.17;3;;;truly non-conforming
planning;send booking proposal to employee;3663;05.06.17 09:40;05.06.17 09:44;NO;NO;prepare booking proposal;send booking proposal to employee;9,72;14002;4;14006;9,73;11702;25708;17,85;Travel Department;NV2279;43,59;19.07.17;22.07.17;3;;;truly non-conforming
planning;check booking proposal;3663;05.06.17 12:54;05.06.17 12:56;NO;NO;send booking proposal to employee;check booking proposal;0,13;190;2;192;0,13;25708;25900;17,99;Employee;SE4457;43,46;19.07.17;22.07.17;3;;;truly non-conforming
planning;transform price inquiry to travel request;3663;05.06.17 13:01;05.06.17 13:01;NO;NO;check booking proposal;transform price inquiry to travel request;0;5;0;5;0;25900;25905;17,99;Employee;SE4457;43,46;19.07.17;22.07.17;3;;;truly non-conforming
planning;decide on approval requirements;3663;05.06.17 13:01;05.06.17 13:02;NO;NO;transform price inquiry to travel request;decide on approval requirements;0;0;1;1;0;25905;25906;17,99;;;43,46;19.07.17;22.07.17;3;;;truly non-conforming
planning;check if booking is necessary;3663;13.06.17 16:52;13.06.17 16:56;NO;NO;decide on approval requirements;check if booking is necessary;8,16;11750;4;11754;8,16;25906;37660;26,15;Travel Department;NV2279;35,29;19.07.17;22.07.17;3;;;truly non-conforming
reporting;check if expense documents exist;3663;26.07.17 06:59;26.07.17 07:47;NO;NO;check if booking is necessary;check if expense documents exist;42,59;61323;48;61371;42,62;37660;99031;68,77;Employee;SE4457;;19.07.17;22.07.17;3;4,29;;truly non-conforming
reporting;file travel expense report;3663;26.07.17 07:47;26.07.17 07:52;NO;NO;check if expense documents exist;file travel expense report;0;0;5;5;0;99031;99036;68,78;Employee;SE4457;;19.07.17;22.07.17;3;4,32;;truly non-conforming
reporting;confirm travel expense report;3663;26.07.17 07:52;26.07.17 07:54;NO;NO;file travel expense report;confirm travel expense report;0;0;2;2;0;99036;99038;68,78;Employee;SE4457;;19.07.17;22.07.17;3;4,33;;truly non-conforming
reporting;decide on travel expense approval;3663;26.07.17 13:59;26.07.17 14:01;NO;NO;confirm travel expense report;decide on travel expense approval;0,25;365;2;367;0,25;99038;99405;69,03;Manager;LV1269;;19.07.17;22.07.17;3;4,58;;truly non-conforming
reporting;send original documents to archive;3663;31.07.17 08:55;31.07.17 09:45;NO;NO;decide on travel expense approval;send original documents to archive;4,79;6894;50;6944;4,82;99405;106349;73,85;Employee;SE4457;;19.07.17;22.07.17;3;9,37;;truly non-conforming
reporting;calculate payments;3663;21.08.17 09:48;21.08.17 10:14;NO;NO;send original documents to archive;calculate payments;21;30243;26;30269;21,02;106349;136618;94,87;Accounting;WO40;;19.07.17;22.07.17;3;30,41;259,74;truly non-conforming
reporting;pay expenses;3663;01.09.17 08:59;01.09.17 09:10;NO;YES;calculate payments;pay expenses;10,95;15765;11;15776;10,96;136618;152394;105,83;Accounting;WO40;;19.07.17;22.07.17;3;41,37;259,74;truly non-conforming
planning;file travel request;3665;18.05.17 16:17;18.05.17 16:32;YES;NO;pay expenses;file travel request;;;15;15;0,01;;15;0,01;Employee;ET7346;18,31;06.06.17;14.06.17;8;;2594,68;truly non-conforming
planning;check if travel request needs preliminary price inquiry;3665;18.05.17 16:32;18.05.17 16:34;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;2;2;0;15;17;0,01;;;18,31;06.06.17;14.06.17;8;;;truly non-conforming
planning;decide on approval requirements;3665;18.05.17 16:34;18.05.17 16:34;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;0;0;0;17;17;0,01;;;18,31;06.06.17;14.06.17;8;;;truly non-conforming
planning;forward request to approver;3665;18.05.17 16:34;18.05.17 16:35;NO;NO;decide on approval requirements;forward request to approver;0;0;1;1;0;17;18;0,01;;;18,31;06.06.17;14.06.17;8;;;truly non-conforming
planning;decide on request;3665;19.05.17 13:59;19.05.17 14:00;NO;NO;forward request to approver;decide on request;0,89;1284;1;1285;0,89;18;1303;0,9;Manager;AK7488;17,42;06.06.17;14.06.17;8;;;truly non-conforming
planning;send request for correction;3665;19.05.17 14:00;19.05.17 14:02;NO;NO;decide on request;send request for correction;0;0;2;2;0;1303;1305;0,91;;;17,42;06.06.17;14.06.17;8;;;truly non-conforming
planning;correct request;3665;21.05.17 15:02;21.05.17 15:47;NO;NO;send request for correction;correct request;2,04;2940;45;2985;2,07;1305;4290;2,98;Employee;ET7346;15,34;06.06.17;14.06.17;8;;;truly non-conforming
planning;decide on approval requirements;3665;21.05.17 15:47;21.05.17 15:47;NO;NO;correct request;decide on approval requirements;0;0;0;0;0;4290;4290;2,98;;;15,34;06.06.17;14.06.17;8;;;truly non-conforming
planning;forward request to approver;3665;21.05.17 15:48;21.05.17 15:48;NO;NO;decide on approval requirements;forward request to approver;0;1;0;1;0;4290;4291;2,98;;;15,34;06.06.17;14.06.17;8;;;truly non-conforming
planning;check if booking is necessary;3665;29.05.17 15:17;29.05.17 15:20;NO;NO;forward request to approver;check if booking is necessary;7,98;11489;3;11492;7,98;4291;15783;10,96;Travel Department;NV2279;7,36;06.06.17;14.06.17;8;;;truly non-conforming
reporting;check if expense documents exist;3665;19.06.17 06:59;19.06.17 07:55;NO;NO;check if booking is necessary;check if expense documents exist;20,65;29739;56;29795;20,69;15783;45578;31,65;Employee;ET7346;;06.06.17;14.06.17;8;5,29;;truly non-conforming
reporting;file travel expense report;3665;19.06.17 07:55;19.06.17 08:06;NO;NO;check if expense documents exist;file travel expense report;0;0;11;11;0,01;45578;45589;31,66;Employee;ET7346;;06.06.17;14.06.17;8;5,33;;truly non-conforming
reporting;confirm travel expense report;3665;19.06.17 08:06;19.06.17 08:07;NO;NO;file travel expense report;confirm travel expense report;0;0;1;1;0;45589;45590;31,66;Employee;ET7346;;06.06.17;14.06.17;8;5,34;;truly non-conforming
reporting;decide on travel expense approval;3665;19.06.17 14:07;19.06.17 14:08;NO;NO;confirm travel expense report;decide on travel expense approval;0,25;360;1;361;0,25;45590;45951;31,91;Manager;AK7488;;06.06.17;14.06.17;8;5,59;;truly non-conforming
reporting;send request for travel expense correction;3665;19.06.17 14:08;19.06.17 14:08;NO;NO;decide on travel expense approval;send request for travel expense correction;0;0;0;0;0;45951;45951;31,91;;;;06.06.17;14.06.17;8;5,59;;truly non-conforming
reporting;correct travel expense report;3665;26.06.17 06:59;26.06.17 08:27;NO;NO;send request for travel expense correction;correct travel expense report;6,7;9651;88;9739;6,76;45951;55690;38,67;Employee;ET7346;;06.06.17;14.06.17;8;12,29;;truly non-conforming
reporting;decide on travel expense approval;3665;26.06.17 14:13;26.06.17 14:18;NO;NO;correct travel expense report;decide on travel expense approval;0,24;346;5;351;0,24;55690;56041;38,92;Manager;AK7488;;06.06.17;14.06.17;8;12,59;;truly non-conforming
reporting;send original documents to archive;3665;05.07.17 12:46;05.07.17 12:52;NO;NO;decide on travel expense approval;send original documents to archive;8,94;12868;6;12874;8,94;56041;68915;47,86;Employee;ET7346;;06.06.17;14.06.17;8;21,53;;truly non-conforming
reporting;calculate payments;3665;14.07.17 11:25;14.07.17 11:55;NO;NO;send original documents to archive;calculate payments;8,94;12873;30;12903;8,96;68915;81818;56,82;Accounting;JK6642;;06.06.17;14.06.17;8;30,48;2602,46;truly non-conforming
reporting;pay expenses;3665;27.07.17 09:30;27.07.17 09:37;NO;YES;calculate payments;pay expenses;12,9;18575;7;18582;12,9;81818;100400;69,72;Accounting;JK6642;;06.06.17;14.06.17;8;43,4;2602,46;truly non-conforming
planning;file travel request;3669;18.05.17 22:32;18.05.17 22:43;YES;NO;pay expenses;file travel request;;;11;11;0,01;;11;0,01;Employee;BM3117;;;;;;2052,91;truly non-conforming
planning;check if travel request needs preliminary price inquiry;3669;18.05.17 22:43;18.05.17 22:45;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;2;2;0;11;13;0,01;;;;;;;;;truly non-conforming
planning;decide on approval requirements;3669;18.05.17 22:45;18.05.17 22:45;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;0;0;0;13;13;0,01;;;;;;;;;truly non-conforming
planning;forward request to approver;3669;18.05.17 22:45;18.05.17 22:46;NO;NO;decide on approval requirements;forward request to approver;0;0;1;1;0;13;14;0,01;;;;;;;;;truly non-conforming
planning;decide on request;3669;19.05.17 13:59;19.05.17 14:06;NO;YES;forward request to approver;decide on request;0,63;913;7;920;0,64;14;934;0,65;Manager;MA6233;;;;;;;truly non-conforming
planning;file travel request;3674;19.05.17 06:59;19.05.17 07:15;YES;NO;decide on request;file travel request;;;16;16;0,01;;16;0,01;Employee;OV475;158,7;25.10.17;25.10.17;0;;89,41;truly non-conforming
planning;check if travel request needs preliminary price inquiry;3674;19.05.17 07:15;19.05.17 07:16;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;16;17;0,01;;;158,7;25.10.17;25.10.17;0;;;truly non-conforming
planning;decide on approval requirements;3674;19.05.17 07:16;19.05.17 07:17;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;1;1;0;17;18;0,01;;;158,7;25.10.17;25.10.17;0;;;truly non-conforming
planning;check if booking is necessary;3674;29.05.17 09:06;29.05.17 09:10;NO;NO;decide on approval requirements;check if booking is necessary;10,08;14509;4;14513;10,08;18;14531;10,09;Travel Department;NV2279;148,62;25.10.17;25.10.17;0;;;truly non-conforming
planning;prepare booking proposal;3674;06.06.17 12:54;06.06.17 14:00;NO;NO;check if booking is necessary;prepare booking proposal;8,16;11744;66;11810;8,2;14531;26341;18,29;Travel Department;NV2279;140,42;25.10.17;25.10.17;0;;;truly non-conforming
planning;send booking proposal to employee;3674;14.06.17 16:02;14.06.17 16:05;NO;NO;prepare booking proposal;send booking proposal to employee;8,08;11642;3;11645;8,09;26341;37986;26,38;Travel Department;NV2279;132,33;25.10.17;25.10.17;0;;;truly non-conforming
planning;check booking proposal;3674;14.06.17 17:57;14.06.17 18:03;NO;NO;send booking proposal to employee;check booking proposal;0,08;112;6;118;0,08;37986;38104;26,46;Employee;OV475;132,25;25.10.17;25.10.17;0;;;truly non-conforming
planning;check if travel request is still needed and up to date;3674;19.06.17 06:59;19.06.17 07:35;NO;NO;check booking proposal;check if travel request is still needed and up to date;4,54;6536;36;6572;4,56;38104;44676;31,02;Employee;OV475;127,68;25.10.17;25.10.17;0;;;truly non-conforming
planning;request update of the booking proposal;3674;19.06.17 07:35;19.06.17 07:35;NO;NO;check if travel request is still needed and up to date;request update of the booking proposal;0;0;0;0;0;44676;44676;31,02;Employee;OV475;127,68;25.10.17;25.10.17;0;;;truly non-conforming
planning;prepare booking proposal;3674;27.06.17 11:40;27.06.17 12:39;NO;NO;request update of the booking proposal;prepare booking proposal;8,17;11765;59;11824;8,21;44676;56500;39,24;Travel Department;NV2279;119,47;25.10.17;25.10.17;0;;;truly non-conforming
planning;send booking proposal to employee;3674;13.07.17 11:09;13.07.17 11:13;NO;NO;prepare booking proposal;send booking proposal to employee;15,94;22950;4;22954;15,94;56500;79454;55,18;Travel Department;NV2279;103,53;25.10.17;25.10.17;0;;;truly non-conforming
planning;check booking proposal;3674;13.07.17 12:05;13.07.17 12:06;NO;NO;send booking proposal to employee;check booking proposal;0,04;52;1;53;0,04;79454;79507;55,21;Employee;OV475;103,5;25.10.17;25.10.17;0;;;truly non-conforming
planning;book travel;3674;24.07.17 12:21;24.07.17 14:31;NO;NO;check booking proposal;book travel;11,01;15855;130;15985;11,1;79507;95492;66,31;Travel Department;NV2279;92,4;25.10.17;25.10.17;0;;;truly non-conforming
reporting;upload travel expense documents;3674;01.11.17 08:59;01.11.17 09:11;NO;NO;book travel;upload travel expense documents;99,77;143668;12;143680;99,78;95492;239172;166,09;Employee;OV475;;25.10.17;25.10.17;0;7,37;;truly non-conforming
reporting;check if expense documents exist;3674;01.11.17 09:11;01.11.17 08:59;NO;NO;upload travel expense documents;check if expense documents exist;0;0;-12;-12;-0,01;239172;239160;166,08;Employee;OV475;;25.10.17;25.10.17;0;7,38;;truly non-conforming
reporting;file travel expense report;3674;01.11.17 09:11;01.11.17 09:16;NO;NO;check if expense documents exist;file travel expense report;0,01;12;5;17;0,01;239160;239177;166,1;Employee;OV475;;25.10.17;25.10.17;0;7,38;;truly non-conforming
